"Code","Name","Detail"
"  MAN 431","  ALGEBRA -I"," 1 Definition of a group, examples, some preliminary lemmas, Subgroups, examples, Cosets, 10 Order of a group, Lagrange’s Theorem,Euler’s Theorem, A counting principle Normal subgroups and quotient groups, Homomorphism, Cauchy’s Theorem, Sylows 16 2 Theorem, Automorphism, Cayley’s Theorem, Permutation groups, Conjugacy classes, Sylow subgroups and Sylow’s Theorem, 3 Direct products, Finite abelian groups 6 4 Vector Spaces 10  Elementary basic concepts, Linear independence and bases, Dual Spaces           Course"
"  MAN 43","  NUMBER THEORY"," 1 Introduction, Div lity, Greatest common divisor, The Euclidean algorithm, primes, 8 Fundamental theorem of Arithmetic, Congruences, Residue classes and reduced residue classes, Fermat’s theorem, Euler’s 12 2 theorem, Wilson Theorem, Solution of congruences , congruences of degreel, Chinese Remainder theorem with applications Euler’s @-function, Congruences of higher degree, prime power modulii, prime modulus, 10 Primitive roots, Indices and their applications, power residues, Quadratic 3 tesidues, Quadratic reciprocity, Legendre Symbol, Euler’s criterion, Gauss’s Lemma, Quadratic reciprocity law, Jacobi symbol, Greatest integer function, arithmetic function, Mobius inversion formula, Diophantine 12 4 equations Farey sequences,Continued fractions, approximations of reals by rationals Course"
"  MAN 433","  FOURIER SERIES AND INTEGRAL TRANSFORMS","s     Periodic functions, Trigonometric series, Fourier Series, Euler’s formulae, Conditions for existence of Fourier series, Functions of any period p  2L, Even and odd functions, Half range expansions, Complex Fourier series, Applications of Fourier series, Parseval’s identity, Harmonic analysis Approximation by Trigonometric Polynomials  12     Fourier Integral, Fourier Sine and Cosine Integrals ,Evaluation of Integrals, Fourier Transforms, Fourier Cosine Transform, Fourier Sine Transform, Properties of Fourier Transform, Linearity Symmetry, change of Time Scale, Time Shifting , Frequency Shifting , Fourier Transform of derivatives, integrals, convolution , Properties of Fourier cosine and sine Transforms, Parseval Identity for Fourier Transform , Finite Fourier Cosine and Sine Transform  18     Laplace transform, Inverse transform, properties, Transforms of derivatives and integrals, s-Shifting ,t-Shifting, Unit step function, Dirac’s delta function, Differentiation and integration of transforms, Applications to differential equations Convolution Theorem Integral Equations           Course"
" MAN 434"," CALCULUS OF VARIATIONS"," Variation of a functional A necessary condition for an extremum, Euler’s equation Some 10     classical problems Fixed end point problems for unknown functions Variational problemswith subsidary conditions     General variation of a functional Variable end point problems, transversality conditions Transversal theorem Weirstress-Endmann corner condition Canonical form of Euler equations and their first integrals Canonical transformations Weather’s theorem The principle of the least action Censervation laws Hamilton-Jacobi equations Jacobi’s theorem     The second variation of a functional and the formula for second variation Legendre’s necessary condition Iaoobi’s necessary condition Conjugate points, Sufficient condition for a weak extremum General definition of a field and field of a functional Hilberts invariant integral The weierstrass E-functional Sufficient conditions for a strong minimum  Direct methods in calculus of variations Euler’s finite difference methods and the Rayleigh Ritz method Applications to sturm-Liouville problem     18        Course"
"  MAN 435","  ALGEBRAIC CODING THEORY"," 1 INTRODUCTION TO CODING THEORY 2 Source and Channel coding, Error detecting and error correcting codes ERROR DETECTION, ERROR CORRECTION AND DECODING 6 2 Communication Channels, maximum likelihood decoding, Hamming distance, Nearest neighbour/ minimum distance decoding, distance of a code 3 FINITE FIELDS 10 Fields, Polynomial rings, Structure of finite fields, Minimal polynomials LINEAR CODES 16 Vector spaces over finite fields, Linear Codes, Hamming weight, Bases for linear codes 4 Generator matrix and parity check matrix, Equivalence of linear codes, Encoding with a  linear code, Decoding of linear codes, Cosets, Nearest neighbor decoding for linear codes,     Syndrome Decoding, Weight Enumerator of a Code, Macwilliam’s Identity,CYCLIC CODES Definition, Generator polynomials, Generator matrix and parity check matrix, Decoding of linear codes           Course"
" PYN-431"," QUANTUM MECHANICS","  1 Blackbody radiation, photoelectric effect, X-rays, X-ray diffraction, Compton effect, Pair  7 production  2 Inadequacy of classical physics, Bohr-Sommerfield quantization rules, Quantum-Mechanical  4 viewpoint  3 De Broglie waves, phase and group velocities, particle diffraction, Uncertainty Principle,  7 limitations on experiment, wave packets  4 One-dimensional Schrodinger wave equation, extension to three dimensional statistical  6 interpretation of wave function, Normalization, expectation value  5 Separation of wave equation, one-dimensional square well potential, perfectly rigid wall,  8 finite potential step, tunnel effect Linear harmonic oscillator, three-dimensional square well potential, the hydrogen atom,  10  6 separation of variables, quantum numbers, principal quantum number, orbital quantum number, magnetic quantum number, Zeeman effect  Course"
" PYN-432"," STATISTICAL PHYSICS"," Laws of Thermodynamics - First Law of Thermodynamics, Second Law of  6 Thermodynamics, Entropy, Third Law of Thermodynamics 1 Phase Transitions, Kinetic Theory, Vander waal equation of state, Boltzmann transport  8 equation, Maxwell-Boltzman Distribution, the method of most probable distribution Classical Statistical Mechanics, Microcanonical ensemble, Cnonical ensemble, Grand  7 Canonical ensemble, Chemical Potential 2 Distribution function, Ideal Fermi Gas, Degenerate and non-degenerate states, Theory of  7 white dwarf stars, Landau Diamagnetism Equation of state for ideal Fermi gas, quantized Hall effect, Pauli paramagnetism, Ideal Bose  7 gas, Bose-Einstein distribution, Derivation of Planck's Law 3 Phonons, Specific heat, superfluids, Landau’s theory, superfuid flow, superfluid velocity,  7 Bose-Einstein Condensation Course"
"  PYN-433","  NUCLEAR PHYSICS"," 1 Mass, charge and constituents of nucleus, Nuclear size and distribution of nucleons, Energies  10 of Nucleons, Nucleus as a quantum system, nuclear force, properties of nucleus Particle in a one-dimensional square well, particle in a three-dimensional square well, vector  10 2 model for addition of angular momentum Bound states of two nucleons - Deuteron nucleus, Meson theory of nuclear forces 10 3 Shell theory of nucleus, shell theory potential, allowed orbits, filling of allowed orbits, non- spherical nucleus Natural radioactivity, successive radioactive transformations, radioactive equilibrium,  12 radioactive series, radiometric dating Nuclear force and its characteristics, Elementary description of shell model, explanation of 4 magic numbers, liquid drop model and semi-empirical binding energy formula Nuclear fission, fission products, mass and energy distribution of fission products, neutron emission and energy distribution of neutrons emitted in fission, theory of fission process, nuclear reactors - classification, neutron cycle in thermal reactors and four-factor formula for neutron reproduction, nuclear fission - controlled thermonuclear reactions Course"
"  PYN-434","  EXPERIMENTAL NUCLEAR PHYSICS"," Experimental Nuclear Physics 10 1 Binding energies of nuclei, semi-empirical mass formula, magnetic dipole moment, electric quadrupole moment, Beta decay, nucleon emission, decay laws Experimental method in nuclear physics, interaction of charged particle with matter,  10 2 detectors for energetic charged particles, detectors which make tracks visually observable, scintillation detectors, charge collection detectors, mass spectrometer 3 Accelerators, linear accelerator, cyclic accelerator, synchrocyclotron Natural radioactivity, successive radioactive transformations, radioactive equilibrium,  12 radioactive series, radiometric dating Nuclear force and its characteristics, Elementary description of shell model, explanation of 4 magic numbers, liquid drop model and semi-empirical binding energy formula Nuclear fission, fission products, mass and energy distribution of fission products, neutron emission and energy distribution of neutrons emitted in fission, theory of fission process, nuclear reactors - classification, neutron cycle in thermal reactors and four-factor formula for neutron reproduction, nuclear fission - controlled thermonuclear reactions Course"
"  PYN-435","  X-R C","  Bonding in Solids, Ionic bonding, Covalent, metallic bonding, intermolecular bond,  12 dispersion bond, hydrogen bond  1 General features of crystals, basis and crystal structure, unit cell and lattice parameters, external symmetry of crystals, seven crystal systems, thirty two crystal classes, Miller indices, space lattice, symmetry elements, space group  2 General description of scattering process, Thomson scattering, Compton scattering,  10     scattering of X-rays by atomsDiffraction from one-dimensional and three-dimensional array of atoms, reciprocal lattice,  10 3 Ewald sphere, Laue equation, structure factor, Diffraction by periodic distribution, electron- density equation, Patterson method Powder camera, oscillation camera, Weissenberg camera 4 Relevance of crystallography in the studies of theory of solids, influence of translational  10 periodicity on the physical behavior of solids, tight binding approximation, density of states, Course"
" CHN-431"," INORGANIC CHEMISTRY","s     QUANTUM THEORY AND ATOMIC STRUCTURE Introduction to wave mechanics, the Schrodinger equation, the Schrodinger equation as applied to hydrogen atom, the origin of quantum numbers and shapes of orbitals  4     CHEMICAL BONDING Molecular orbital and valence bond theories of bond formation and application of molecular orbital theory to the formation of homonuclear and heteronuclear diatomic molecules     THE SOLID STATE  A recapitulation of close packing of spheres, structures of NaCl, CsCl, ZnS, CaF2, crystal defects and applications of defect structures (transistors, rectifiers, photovoltaic cells and computer chips)     COORDINATION COMPOUNDS  Part 1 Wermer’s theory, effective atomic number, bonding of transition metal complexes valence bond theory, crystal field theory, crystal field splitting in tetrahedral, octahedral and distorted octahedral (square planar) crystal fields Thermodynamic aspects of coordination compounds (crystal field stabilization energies of octahedral and tetrahedral complexes, spectrochemical series)        COORDINATION COMPOUNDS Part2 Kinetic aspects of coordination compounds (substitution reactions in complexes with coordination number 4 and 6 and their mechanism - SN, SN?) Magnetic behaviour ofcomplexes — Para magnetism, diamagnetism, ferromagnetism and antiferromagnetism ORGANOMETALLIC COMPOUNDS 5 6 Nomenclature, types of ligands and bonding in organometallic compounds, use of organometallics in industry  INORGANIC POLYMERS 5 7 Types of inorganic polymers, polyphosphazenes, polysiloxanes —their structures and properties  ROLE OF METALS IN BIOLOGICAL SYSTEMS 5 8 Bio-inorganic Chemistry of Iron — Heme proteins  Non-Heme iron proteins bioinorganic chemistry of cobalt-vitamin B12 and metalloenzymes                    Number of Turns Estimation of oxalate using potassium permagnate iL  Estimation of Fe and Fe using potassium dichromate Estimation of Cu> and AsO3 iodimetrically  Determination of Zn by EDTA titration  Estimation of Ba“/SO, by as BaSO, gravimetrically  Estimation of Fe” and Fe as Fe2O3 gravimetrically  Preparation and characterization of inorganic complexes (2 nos) Preparation and characterization of organometallic compound Crystallization techniques for purification of inorganic complexes 10  Melting point determination of few inorganic compounds"
"",""," 1 Ultrasonics @) Production, detection and uses of ultrasonics, reverberation, sabine’s formula (no derivation) 2 3 4           Number of Turns"
" CHN-433","  ANALYTICAL CHEMISTRY"," COMPLEXOMETRIC TITRATIONS   1 Complexes-formation constants chelates - EDTA, Chelon Effect, EDTA equilibria, effect 4 of pH on EDTA equilibria, EDTA titration curves, endpoint — detection and indicators Importance of complexometric titrations  SOLVENT EXTRACTION   2 Distribution law, extraction process, factors effecting extraction, technique for extraction, 6 quantitative treatment of solvent extraction equilibria, and classification of solvent extraction systems Advantages and applications of solvent extraction  CHROMATOGRAPHY Introduction to chromatography, principles, classification of chromatographic techniques,  3 thin layer and paper chromatography — principle and technique Column Chromatography — 8 Factors affecting column efficiency and applications Gas — liquid chromatography — theory, instrumentation and applications HPLC — instrumentation, method, column efficiency and applications  THERMOANALYTICAL METHODS  Principle, classification of methods  4 TGA —Instrumentation, factors affecting results and analysis of data Applications DTG —  8  Instrumentation, analysis of data and applications  DTA — Principle, Instrumentation and applications  SPECTROSCOPIC TECHNIQUES  UV Introduction to spectroscopy, Lambert Beer s law, instrumentation and applications ,IR  5 Introduction, basic principles, factors affecting IR group frequencies , Instrumentation and  10 Applications NMR Basic principles, elementary ideas and instrumentation chemical shifts, spin-spin coupling  ELECTRON MICROSCOPY 6 Scanning electron microscopy (SEM), Transmission Electron Microscopy (TEM) and 6  Scanning Transmission Electron Microcopy (STEM) Principles and Applications           Course"
"","","     CHEMICAL COMPOSITION OF AIR   Classification of elements, chemical speciation Particles, ions, and radicals in the atmosphere Chemical processes for formation of inorganic and organic particulate matter 1 Sources of trace gases in the atmosphere Thermo-chemical and photochemical reactions in  8 the atmosphere Tropospheric oxidation chemistry Oxygen and ozone chemistry Chemistry of air pollutants Role of hydrocarbons Sulphur chemistry Halogen Chemistry in the atmosphere     WATER CHEMISTRY Chemistry of water, dissolution / precipitation reactions complexation reactions concept of     2 DO, BOD, COD concept of salinity composition of sea water and physic-chemical 8 speciation in oceans Suspended particles concept of sedimentation, coagulation, filtration, SOIL POLLUTION   3 Pollutants in soil, Agricultural Pollution, Role of Micro nutrients in soil, Ion exchange 8  reaction in soil, Pesticide (Classifications  Degradation), Path of Pesticides in Environment, Monitoring techniques     ENVIRONMENTAL TOXICOLOGY AND ITS EVALUATION 4 Emergence as a science concepts and definitions Factors affecting toxicity, Evaluation of  5 LC50, LD50, LCIC and IT     TOXIC CHEMICAL IN THE ENVIRONMENT   Metals and other inorganic contaminants Organic contaminants Fate of organic 5 contaminants Pesticides Biochemical aspects of arsenic, cadmium, lead, mercury, carbon  8 monoxide, ozone and PAN Pesticides Insecticides, MIC, carcinogens in the air Photochemistry of Brominated Flame Retardants (BFR) Gene toxicity of toxic chemicals     GREEN CHEMISTRY FOR SUSTAINABLE FUTURE   Reagents, Media, Special Importance of Solvents, Water the Greenest Solvents, Synthetic and Processing Pathways, Role of Catalyst, Biological Alternatives, Biopolymers, Principles and Application of Green Chemistry           Course"
" CHN-435","  RECENT ADVANCES IN CHEMICAL SCIENCES","s     SUPRAMOLECULES  Concepts of supramolecular chemistry- Thermodymanics of molecular recognition, solvation, multivalency, Molecular Recognition Cations,Anions and Neutral guests, Self processes - Self-assembly, Supramolecular -devices and Sensors, Molecular logic, photo switching materials, Supramolecular -material Chemistry Crystal engineering, MOFs and coordination polymers, templates for biomineralisation     CHEMISTRY OF NANOMATERIALS  Synthesis of nanoparticles by chemical routes and characterization techniques Thermodynamics and kinetics of nucleation Growth of polyhedral particles by surface reaction, Ostwald ripening, size distribution Properties of nanostructured materials  Optical properties magnetic properties     HOMOGENEOUS CATALYSIS   Stoichiometric reaction for catalysis, homogeneous catalytic hydrogenation, Zeigler-Natta polymerization of olefins, catalytic reations involving carbon monoxide such as hydrocarbonylation of olefins (oxo reaction) oxopalladation reactions, activation of C-H bond        SURFACTANT AGGREGATION  Micelles, Surface active agents, Classification of surface active agents, Micellization, Hydrophobic interaction, Critical micellar concentration (cmc), Factors affecting the concentration of surfactants, Counter-ion binding of micelle, Thermodynamics of micellization, Phase separation and Mass action models, Solubilization Emulsions, Mechanism of formation of microemulsion and their stability, Phase maps, Physical techniques, ApplicationsGREEN CHEMICAL PROCESSES  An introduction to the tools of green chemistry and its fundamental principles Use of Renewable Raw Materials Evaluating feedstock and starting materials -commodity chemicals from glucose 8 Greener Solvents The use of supercritical fluids, and aqueous systems Greener reagents and products Methods of designing safer chemicals Examples of greener reagents replacement  of phosgene, methylations using dimethylcarbonate,           Cours  e"
